author,date,title,abstract,url,eprint
H Hu and GT Zhou and Z Deng and Z Liao…,2016,Learning structured inference neural networks with label relations,"… The model parameters V 's, H's and U's are learned by minimizing the cross-entropy loss … In the
second stage, we set the learning rate as 0.0001 and fine-tune the CNN … Table 1 shows that our
method outperforms the baseline methods (CNN + Logistics and CNN + BINN variants … 
",http://openaccess.thecvf.com/content_cvpr_2016/html/Hu_Learning_Structured_Inference_CVPR_2016_paper.html,http://openaccess.thecvf.com/content_cvpr_2016/papers/Hu_Learning_Structured_Inference_CVPR_2016_paper.pdf
H Zhuge and Y Li,2004,Semantic profile-based document logistics for cooperative research,"… Mani, TR Macmilan, Representational issues in machine learning of user profiles, in: Proceedings
of the AAAI Spring Symposium on Machine Learning in Information … [4] P. Chan, A non-invasive
learning approach to … [7] CM Guelzo, Introduction to Logistics Management, Prentice … 
",https://www.sciencedirect.com/science/article/pii/S0167739X0300164X,http://kg.ict.ac.cn/paper/FGCS-Zhuge%26Li-Final.pdf
WC Lee and CC Wu and PH Hsu,2010,A single-machine learning effect scheduling problem with release times,"… Omega. Volume 38, Issues 1–2, February–April 2010, Pages 3-11. Omega. A single-machine
learning effect scheduling problem with release times☆ … Previous article in issue; Next article
in issue. Keywords. Single machine. Learning effect. Makespan. Release time. 1. Introduction … 
",https://www.sciencedirect.com/science/article/pii/S0305048309000024,http://betsaonline.com/barnameriziTolid/single-machineLearningSchedulingProblem.pdf
L Liu and H Daniels and R Triepels,2014,Auditing Data Reliability in International Logistics,"… Several machine learning approaches are proposed to facilitate this learning task including:
decision trees … method like classification can be combined to complete the “learning cycle” for …
Business Analytics in OLAP.” International Journal of Business Intelligence Research (IJBIR … 
",https://pdfs.semanticscholar.org/27bf/18b64af92654638fbd4b2de5ada803f4bde5.pdf,https://pdfs.semanticscholar.org/27bf/18b64af92654638fbd4b2de5ada803f4bde5.pdf
H Mojaddadi and B Pradhan and H Nampak…,2017,Ensemble machine-learning-based geospatial approach for flood risk assessment using multi-sensor remote-sensing data and GIS,"Ensemble machine-learning-based geospatial approach for flood risk assessment using
multi-sensor remote-sensing … probability, the frequency ratio (FR) approach was combined with
support vector machine (SVM) using … 2013), and support vector machines (SVMs) (Zhou et al … 
",https://www.tandfonline.com/doi/abs/10.1080/19475705.2017.1294113,https://www.tandfonline.com/doi/full/10.1080/19475705.2017.1294113
SI Song and BG Lee and HJ Jung,2007,Development of DMQFD Model for Analysis of Port Logistics Service Quality,"… 주요 항만의 서비스 공급구조 연구', The Journal of shipping and logistics, 50 : 20 … Pflager, P.;
'Irrelevant Features and the Subset Selection Problem,' In Machine Learning: Proceedings of …
Witten, IWH and Frank, E.; Data Mining: Practical Machines Learning Tools and Techniques … 
",http://www.koreascience.or.kr/article/JAKO200735836612039.page,
JK Yang and WY Yu,2006,Feature Selection Applied to Recommender Systems for Reverse Logistics Internet Auction,"… in print); Ryan, SM, Min, KJ and Olafsson, S., 2001, 'Experimental study of scalability
enhancements for reverse logistics E-Commerce', in … Witten, I. and Frank, E., 2000, 'Data mining:
practical machine learning tools and techniques with Java implementations', Morgan Kaufmann; … 
",http://www.koreascience.or.kr/article/JAKO200606140709481.page,
J Dean,2014,"Big data, data mining, and machine learning: value creation for business leaders and practitioners","… for Iris Data Figure 5.17 Improvement of Digit Recognition Using Deep Learning Figure 5.18 … the
Baseline Chapter 9 Figure 9.1 Factor Matrix Figure 9.2 Restricted Boltzmann Machine for One …
in ever-increasing amounts, summarizing more of what people and machines do, and … 
",https://books.google.com/books?hl=ko&lr=&id=Js2LAwAAQBAJ&oi=fnd&pg=PT22&dq=Machine+learning+in+logistics&ots=2m7E1K8mzj&sig=XpEi-i6telx5Z87BFYqjWLJjmGw,
GX Liu and F Liu,2013,IoT-based TPL whole supply chain logistics information system model,"In this paper, after analysis of the relationship between third-party logistics (TPL) and the flow of information, logistics, capital as well as business among the node enterprises in supply chain, we have proposed a two-hub information system model. TPL serves as the …",https://ieeexplore.ieee.org/abstract/document/6890882/,
E Ilie-Zudor and Z Kemény and A Ekárt and CD Buckingham…,2014,A solution for information management in logistics operations of modern manufacturing chains,"… Therefore, computational intelligence is needed to analyze the data, detect patterns and build …
The ADVANCE decision support software framework relies on machine learning and cognitive
modelling to … case study and is general enough to be adapted in other logistics scenarios … 
",https://www.sciencedirect.com/science/article/pii/S2212827114010786,https://www.sciencedirect.com/science/article/pii/S2212827114010786/pdf?md5=a658d7bbcb4049a982b981f6abc1565d&isDTMRedir=Y&pid=1-s2.0-S2212827114010786-main.pdf
BH Lee and JH Cho and YT Kim,2013,Modeling of Magentic Levitation Logistics Transport System Using Extreme Learning Machine,"In this paper, a new modeling method of a magnetic levitation (Maglev) system using extreme learning machine (ELM) is proposed. The linearized methods using Taylor Series expansion has been used for modeling of a Maglev system. However, the numerical method …",http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=DHJJQ3_2013_v50n1_269,http://ocean.kisti.re.kr/downfile/volume/ieek/DHJJQ3/2013/v50n1/DHJJQ3_2013_v50n1_269.pdf
G Xiao and B Xi,2005,Swarm based logistics supply structure evolving simulation for strategic decision,Corporation's strategic decision in logistics demand and supply management affects all aspects about profit advantage in the increasingly competitive market. This research studies how the long-term logistics strategic decision impacts on all factors about logistics service …,https://ieeexplore.ieee.org/abstract/document/1527570/,
J Lemley and S Bazrafkan…,2017,"Deep Learning for Consumer Devices and Services: Pushing the limits for machine learning, artificial intelligence, and computer vision.","… Pushing the limits for machine learning, artificial intelligence, and computer vision … techniques
that enable deep learning, why they work, and how they are used to make smart machines … point
where many new problems can be tackled through the use of deep learning techniques … 
",https://ieeexplore.ieee.org/abstract/document/7879402/,https://www.library.nuigalway.ie/bitstream/handle/10379/6699/DL_PaperFinal.pdf?sequence=4&isAllowed=y
S Chen and M Gan and Y Tang,2013,Analysis of predicting the diversity regional logistics demand based on SVR: the case of Sichuan in China,"… SVM is a new learning machine for two-group classification problems … Analysis of predicting the
diversity regional logistics... 2. The influence factors of different industries In this section the whole
regional logistic demand has been divided into three industries logistic demand … 
",https://pdfs.semanticscholar.org/12ea/426e6a5b33fdd2ac64f820b7a3336447dafe.pdf,https://pdfs.semanticscholar.org/12ea/426e6a5b33fdd2ac64f820b7a3336447dafe.pdf
L Mönch and J Zimmermann and P Otto,2006,Machine learning techniques for scheduling jobs with incompatible families and unequal ready times on parallel batch machines,"… 3. There are m identical machines in parallel. 4 … The work of Aytuk et al. (1994) provides a survey
of other machine learning techniques applied to scheduling problems … Inductive decision trees
are a simple and powerful form of learning algorithms (Utgoff, 1998) … 
",https://www.sciencedirect.com/science/article/pii/S0952197605001259,
JO SZŁAPKA and P LUBIŃSKI,2016,New Technology Trends and Solutions in Logistics and Their Impact on Processes,"… Autonomous Agents and Things: Machine learning gives rise to a spectrum of smart machine
implementations — including … While advances in physical smart machines such as robots get
a great deal of attention, the software-based smart machines have a more near-term … 
",http://www.dpi-proceedings.com/index.php/dtssehs/article/view/8989,http://www.dpi-proceedings.com/index.php/dtssehs/article/download/8989/8558
RA Sutrisnowati and H Bae and J Park,2014,BAYESIAN NETWORK LEARNING FOR PORT-LOGISTICS-PROCESS KNOWLEDGE DISCOVERY.,"… BAYESIAN NETWORK LEARNING FOR PORT-LOGISTICS-PROCESS KNOWLEDGE
DISCOVERY Riska Asriana Sutrisnowati1, Hyerim Bae1 and Jaehun Park2 1Pusan National
University, Korea Republic of, 2Worcester Polytechnic Institute, United States … 
",https://www.researchgate.net/profile/Jaehun_Park/publication/278783306_Bayesian_network_learning_for_port-logistics-process_knowledge_discovery/links/558569e708aeb0cdaddd71c9.pdf,https://www.researchgate.net/profile/Jaehun_Park/publication/278783306_Bayesian_network_learning_for_port-logistics-process_knowledge_discovery/links/558569e708aeb0cdaddd71c9.pdf
SM Lin,2013,Analysis of service satisfaction in web auction logistics service using a combination of fruit fly optimization algorithm and general regression neural network,"… PSO belongs to a method that has the concept of swarm intelligence … is suggested that in the
future, other models (such as FOA-optimized Support Vector Machines (FOASVM) and … 1997)
The use of the area under the ROC curve in the evaluation of machine learning algorithms … 
",https://link.springer.com/article/10.1007/s00521-011-0769-1,
CT Chen and PF Pai and WZ Hung,2010,An integrated methodology using linguistic PROMETHEE and maximum deviation method for third-party logistics supplier selection,"… International Journal of Computational Intelligence Systems, Vol.3, No … He presented a support
vector machine (SVM) method for assessment of the capacity logistics supplier … In section 2, we
collected the criteria of logistics supplier selection from the past literatures … 
",https://www.tandfonline.com/doi/abs/10.1080/18756891.2010.9727712,https://download.atlantis-press.com/article/1984.pdf
P Chen and L Liu,2013,Study on coal logistics demand forecast based on PSO-SVR,"… this paper combines the support vector regression machine (support vector regression, SVR)
and Particle Swarm Optimization algorithm, (Particle Swarm Optimization, PSO) to propose
PSO-SVR coal logistics demand forecasting model which is suitable for the learning of small … 
",https://ieeexplore.ieee.org/abstract/document/6602656/,
Q Yang and LL Lai and Z Feng,2013,Interval-gap-based logistics time ontology modeling and validation for Decision Support,"In the last few years, ontologies have been successfully exploited by Decision Support Systems to represent knowledge and reason to take a decision. In this paper, an interval-gap-based logistics time ontology is modeled to represent the temporal knowledge in …",https://ieeexplore.ieee.org/abstract/document/6890449/,
ZH Wang and JH Yin and WM Ma,2008,A fuzzy modeling and solution algorithm for optimization on E-waste reverse logistics,"At present, E-waste has become a considerable problem in China. Based on the multi-objective programming theory, this paper develops a fuzzy mathematic model for the location of treatment sites and transfer sites for e-wastes. Firstly, it proposes a two-phase …",https://ieeexplore.ieee.org/abstract/document/4620451/,http://www.paper.edu.cn/scholar/showpdf/MUT2cNyIMTT0AxeQh
T Zimmerman and S Kambhampati,2003,"Learning-assisted automated planning: looking back, taking stock, going forward","… Copyright © 2003, American Association for Artificial Intelligence … Research in the area of machine
learning goes back at least as far back as 1959, with Arthur Samuel's (1959) checkers-playing
pro- gram that … Reinforcement Learning Control policy to maximize rewards … 
",https://wvvw.aaai.org/ojs/index.php/aimagazine/article/view/1705,https://wvvw.aaai.org/ojs/index.php/aimagazine/article/download/1705/1603
GL Small and JF Van Oss and JA Regenor…,2018,Outer space digital logistics system,"… data in numerical form characterised by using design data to control NC machines, eg CAD …
disclosing the process inputs and outputs of an embodiment of the machine pre-processing … 38
is a schematic block diagram of an embodiment of a deep learning artificial intelligence … 
",https://patents.google.com/patent/US20180136633A1/en,https://patentimages.storage.googleapis.com/1b/f7/b2/4bdc7ad8e48d27/US20180136633A1.pdf
B Dixon,2009,"A case study using support vector machines, neural networks and logistic regression in a GIS to identify wells contaminated with nitrate-N","… Hydrogeology Journal. September 2009 , Volume 17, Issue 6, pp 1507–1520 | Cite
as. A case study using support vector machines, neural networks and logistic
regression in a GIS to identify wells contaminated with nitrate-N … 
",https://link.springer.com/article/10.1007/s10040-009-0451-1,
T Yildiz and F Yercan,2010,The cross‐entropy method for combinatorial optimization problems of seaport logistics terminal,"… The idea behind the CE method is to model an effective learning technique throughout the search
process of the algorithm to solve … n – the number of jobs; m – the number of machines; Pij – the
process- ing time of job j on machine i; j(r) – the order of machines/operations for … 
",https://www.tandfonline.com/doi/abs/10.3846/transport.2010.51,https://www.tandfonline.com/doi/pdf/10.3846/transport.2010.51
H Borstell,2018,A short survey of image processing in logistics,"… To determine base functions of image processing and their special characteristics in terms of
logistic applications represents an important … Logistics Journal: Proceedings 2017. [44] Logivations
(2018): Kamerabasierte Objekterkennung - Deep Machine Learning in Verbindung … 
",https://www.researchgate.net/profile/Hagen_Borstell/publication/325426642_A_SHORT_SURVEY_OF_IMAGE_PROCESSING_IN_LOGISTICS/links/5b0d808b0f7e9b1ed7009325/A-SHORT-SURVEY-OF-IMAGE-PROCESSING-IN-LOGISTICS.pdf,https://www.researchgate.net/profile/Hagen_Borstell/publication/325426642_A_SHORT_SURVEY_OF_IMAGE_PROCESSING_IN_LOGISTICS/links/5b0d808b0f7e9b1ed7009325/A-SHORT-SURVEY-OF-IMAGE-PROCESSING-IN-LOGISTICS.pdf
AT Azar and S Vaidyanathan,2015,Chaos modeling and control systems design,"… modeling, computa- tional science, numerical simulation, applied artificial intelligence, fuzzy
logic … Metaheuristics Applications for Capacitated Location Allocation Problem on Logistics
Networks … Salem Elsaiah, Mohammed Benidris and Joydeep Mitra Machine Learning Aided Ef … 
",https://link.springer.com/content/pdf/10.1007/978-3-319-13132-0.pdf,
D Zhao and Y Zhan and Y Huo and X Wu,2006,Optimal Inventory Control Based on Accumulating Lot-Sizing Disposal Model in Reverse Logistics,"Driven by growing environmental concerns, legislative actions and economic profit, manufacturers concern more and more about the inventory control of the reverse logistics, which is one of the most important research fields. Accumulating lot-sizing disposal model is …",https://ieeexplore.ieee.org/abstract/document/4028158/,
H Li and S Huang and Z Chen and J Wang,2010,Abbreviation expansion based on learned weights,"… inputting indications of correctness of candidate expansions; learning by the computer system
weights for the … en), 2006-10-04, 2006-10-04, Abbreviation expansion based on learned weights …
en) *, 2008-01-15, 2009-07-16, International Business Machines Corporation, Text … 
",https://patents.google.com/patent/US7848918B2/en,
A Metzger and R Franklin and Y Engel,2012,Predictive monitoring of heterogeneous service-oriented business networks: The transport and logistics case,"Page 1. Predictive Monitoring of Heterogeneous Service-oriented Business Networks: The
Transport and Logistics Case … We focus on transport & logistics as a major industry sector –
accounting for between 10% to 20% of a country's Gross Domestic Product … 
",https://ieeexplore.ieee.org/abstract/document/6311010/,https://www.researchgate.net/profile/Yagil_Engel/publication/261344260_Predictive_Monitoring_of_Heterogeneous_Service-Oriented_Business_Networks_The_Transport_and_Logistics_Case/links/57b5cb2708aeaab2a104edfe.pdf
JA Starzyk and H He,2009,Spatio–temporal memories for machine learning: A long-term memory organization,"… of the rule extraction for RNN related to finite state machines (FSMs) in … controlled by dynamically
evolving goal creation system that governs machine development … skills, comprehension, planning,
complex motor control, temporally delayed reinforcement learning, and classical … 
",https://ieeexplore.ieee.org/abstract/document/4806127/,https://www.researchgate.net/profile/Janusz_Starzyk/publication/24248154_Spatio-Temporal_Memories_for_Machine_Learning_A_Long-Term_Memory_Organization/links/541395a10cf2788c4b359ac6/Spatio-Temporal-Memories-for-Machine-Learning-A-Long-Term-Memory-Organization.pdf
RRS van Lon and T Holvoet,2013,Evolved multi-agent systems and thorough evaluation are necessary for scalable logistics (position paper),"… to a wide variety of engineering problems such as optimization, system control, machine learning
and automated … based Genetic Programming: a survey,” Genetic Programming and Evolvable
Machines, vol … 44] L. Panait and S. Luke, “Cooperative multi-agent learning: The state … 
",https://ieeexplore.ieee.org/abstract/document/6595199/,https://lirias.kuleuven.be/retrieve/214078
C Lin and K Choy and G Pang and MTW Ng,2013,A data mining and optimization-based real-time mobile intelligent routing system for city logistics,"… machine learning techniques like Support Vector Regression (SVR) and data mining methods
like clustering are deployed in traffic speed prediction [10], map-matching [11], pedestrian
detection [12] for Intelligent Transportation System and retail store clustering for logistics … 
",https://ieeexplore.ieee.org/abstract/document/6731973/,https://pdfs.semanticscholar.org/b22f/a2bc2376c9d8e476e6c606d7abf0c1b506e4.pdf
H Zijm and M Klumpp,2016,Logistics and supply chain management: developments and trends,"… philosophy advocated by Shigeo Shingo, who systematically sought to reduce machine setup
or … for humans has for each and every person to start “anew”: learning cannot be … are not able to
accumulate knowledge over generations, as opposed to machines and computers that … 
",https://link.springer.com/chapter/10.1007/978-3-319-22288-2_1,
A Simroth and H Zahle,2010,Travel time prediction using floating car data applied to logistics planning,"… on data describing the traffic state is made using techniques from artificial intelligence or methods …
such as data mining as in [8] and pattern matching [3]. A machine learning approach is … time horizon
are linear regression models [6], [11], [12], support vector machines [2], and … 
",https://ieeexplore.ieee.org/abstract/document/5654589/,
S Li and S Yamabe and Y Sato and T Hirasawa and Y Suda…,2013,Driving feature extraction from high and low skilled drivers in curve sections based on machine learning,"抄録 We have developed a new driving assistance system that can help low-skilled drivers improve their driving skills. We did this in three steps. First, we developed a statistical method to extract distinctions between high-and low-skilled drivers on the basis of …",https://www.jstage.jst.go.jp/article/jmtl/6/2/6_111/_article/-char/ja/,https://www.jstage.jst.go.jp/article/jmtl/6/2/6_111/_pdf
RC Coulter and R Gross and JF Lalonde…,2010,Robotic Management of Patient Care Logistics,"… in generally any location in the network—eg on the clinician's local machine, on a server computer,
or even divided among several network machines Hereinafter, the … Learning—The system uses
logistical information to continually learn about its internal representations of the … 
",https://patents.google.com/patent/US20100305966A1/en,https://patentimages.storage.googleapis.com/8a/30/56/b4c93591de17d9/US20100305966A1.pdf
JV Hansen and JB McDonald and JD Stice,1992,Artificial intelligence and generalized qualitative‐response models: an empirical test on two audit decision‐making domains,"… Recently, interest by the artificial intelligence community in machine-laming algorithms has
flourished … into the unit interval [0,1]. The densityAzl0) is symmetric for the logistics and normal …
Note that the standard deviations for the machine learning models are markedly lower than … 
",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-5915.1992.tb00413.x,
R Khardon,1999,Learning action strategies for planning domains,"… Abstract This paper reports on experiments where techniques of supervised machine learning
are applied to the problem … 2 Reactive plans are also related to Reinforcement Learning (RL … In
order not to confuse learning algorithms and algorithms for a planning domain we refer … 
",https://www.sciencedirect.com/science/article/pii/S0004370299000600,https://www.sciencedirect.com/science/article/pii/S0004370299000600/pdf?md5=e2853cdbcc3f8d38a9c0770713b70001&pid=1-s2.0-S0004370299000600-main.pdf
A Iriondo and E Lazkano and L Susperregi and J Urain…,2019,Pick and Place Operations in Logistics Using a Mobile Manipulator Controlled with Deep Reinforcement Learning,"Programming robots to perform complex tasks is a very expensive job. Traditional path planning and control are able to generate point to point collision free trajectories, but when the tasks to be performed are complex, traditional planning and control become complex …",https://www.mdpi.com/2076-3417/9/2/348,https://www.mdpi.com/2076-3417/9/2/348/pdf
P Svenson and C Mårtenson and H Sidenbladh…,2004,Swarm intelligence for logistics: Background,"… A collective intelligence approach to this is described in (Burdun and Parfentyev, 1999)
Mine detection is a very important problem … 1. It is a logistics problem, and this report is
targeted towards logistic applications. 2. It is very easy to visualize … 
",http://www.academia.edu/download/31286576/10.1.1.107.637.pdf,http://www.academia.edu/download/31286576/10.1.1.107.637.pdf
F Wang and W Zuo and L Zhang and D Meng…,2014,A kernel classification framework for metric learning,"… new metric learning methods using existing kernel classifiers such as the support vector machine
(SVM) [31] … solved by the existing SVM solvers like A Library for Support Vector Machines [32] …
In our work, a kernel classifica- tion framework is proposed for metric learning in the … 
",https://ieeexplore.ieee.org/abstract/document/6932476/,https://arxiv.org/pdf/1309.5823
N Ding and H Li and H Wang,2013,Analysis and prediction of logistics enterprise competitiveness by using a real GA-Based Support Vector Machine,"… 2.1 Support Vector Machine … J Harbin Eng Univ 28(4):398–402Google Scholar. 5. Vapnik V
(1995) The nature of statistical learning theory, Springer, New YorkGoogle Scholar. 6. Burges
CJC (1998) A tutorial on support vector machines for pattern recognition … 
",https://link.springer.com/chapter/10.1007/978-3-642-32054-5_40,http://www.aasmr.org/jsms/Vol3/No2/JSMS2013_Vol3_No2_4.pdf
GH Lim and E Pedrosa and F Amaral and R Dias and A Pereira…,2017,Human-robot collaboration and safety management for logistics and manipulation tasks,"… A machine-learning-trained classifier 2 is used to detect human body from single-plane … magazine,
the mechanism that feeds the blanks into the packaging machine, and two … Since industrial
environments are noisy, where machines produce a continuous whirring sound, verbal … 
",https://link.springer.com/chapter/10.1007/978-3-319-70836-2_2,
V Hummel and K Hyra and F Ranz and J Schuhmacher,2015,Competence development for the holistic design of collaborative work systems in the Logistics Learning Factory,"… Within CPPS, employees, machines and resources will communicate and collaborate like in a …
Human-Machine-Interfaces (HMI) Besides the previous mentioned tabletYpcs, which are used
for … Learning factories have proven to be an appropriate medium to develop the required … 
",https://www.sciencedirect.com/science/article/pii/S2212827115001936,https://www.sciencedirect.com/science/article/pii/S2212827115001936/pdf?md5=c50b0aa6f5ec1212bc9681aa00f413de&isDTMRedir=Y&pid=1-s2.0-S2212827115001936-main.pdf&_valck=1
R Temjanovski,2014,Challenges of information technology and supply chain management in logistic sector: with an overview of Quehenberger logistics in Macedonia,"… IN LOGISTIC SECTOR: WITH AN OVERVIEW OF QUEHENBERGER LOGISTICS IN MACEDONIA …
predrag K nikolić 213-216 APPLICATION OF THE BUSINESS INTELLIGENCE AND THE … IN
DEVELOPING COUNTRIES ninela Kordić 318-323 MACHINE LEARNING OF HYBRID … 
",http://eprints.ugd.edu.mk/10076/,http://eprints.ugd.edu.mk/10076/1/Sinteza-2014.pdf
KP Soman and R Loganathan and V Ajay,2009,Machine learning with SVM and other kernel methods,"… many engineers and scientists to go deeper into theory of artificial intelligence for tackling many
modern day problems in engineering, science and management. KP Soman R. Loganathan V.
Ajay Page 18. Machine Learning with Support Vector Machines 1.1 INTRODUCTION … 
",https://books.google.com/books?hl=ko&lr=&id=-2evxOIz-d4C&oi=fnd&pg=PR2&dq=Machine+learning+in+logistics&ots=x4GLHyzlD-&sig=LvoF4sd284e0ngCxoQt7eEqcqAc,
M PANG and Z CHANG and J LIU,2007,Forecasting of Regional Logistics Amount Based on Nonlinear Support Vector Machines [J],"… Beijing 100044);DATABASE LEARNING ALGORITHMS BASED ON SUPPORT VECTOR
MACHINE[J];JOURNAL … of Intelligent Technology and Systems of China);INTRODUCTION TO
STATISTICAL LEARNING THEORY AND SUPPORT VECTOR MACHINES[J];;2000-01 … 
",http://en.cnki.com.cn/Article_en/CJFDTotal-LTKJ200709007.htm,
S Lan and H Zhang and RY Zhong…,2016,A customer satisfaction evaluation model for logistics services using fuzzy analytic hierarchy process,"… to the production of merchandise by utilizing various resources like manpower, machines, tools,
etc., plays … and logistics operations is evaluated by a genetic algorithm-based learning model
using … It is found that the frontline behaviors like machine operations, quality check, and … 
",https://www.emeraldinsight.com/doi/abs/10.1108/IMDS-09-2015-0389,
T Kavzoglu and EK Sahin and I Colkesen,2014,"Landslide susceptibility mapping using GIS-based multi-criteria decision analysis, support vector machines, and logistic regression","… In this study, the MCDA, support vector machine regression (SVR), and logistic regression methods
were used to produce a landslide … Support vector machines. SVMs based on the statistical learning
theory has been widely used as a data mining technique to solve many … 
",https://link.springer.com/article/10.1007/s10346-013-0391-7,https://www.researchgate.net/profile/Taskin_Kavzoglu/publication/257496910_Landslide_susceptibility_mapping_using_GIS-based_multi-criteria_decision_analysis_support_vector_machines_and_logistic_regression/links/550c246d0cf2528164db7048.pdf
H Zhang and N El-Berishy and D Zastrau and SNK Marwat…,2015,Interdisciplinary perspective on knowledge management in logistics,"… from a wide variety of disciplines such as organizational theory, business management, artificial
intelligence, social science … Witten and Frank (2008) call this KM by computers as machine learning …
A parameter a i of this vector is eg the utility of the production machines or the … 
",https://link.springer.com/chapter/10.1007/978-3-319-13177-1_38,
U Wagner and T AlGeddawy and H ElMaraghy and E MŸller,2012,The state-of-the-art and prospects of learning factories,"… interested in improvement of industrial manufacturing sites, areas or machines regarding energy …
a quality control station, digital planning tables (visTABLE) and machine-tools for … Further learning
factories that are partly geared towards changeability characteristics are installed … 
",https://www.sciencedirect.com/science/article/pii/S2212827112001928,https://www.sciencedirect.com/science/article/pii/S2212827112001928/pdf?md5=63b03245a2f03733592b7348973fe744&isDTMRedir=Y&pid=1-s2.0-S2212827112001928-main.pdf
H Min and HJ Ko and CS Ko,2006,A genetic algorithm approach to developing the multi-echelon reverse logistics network for product returns,"… integer program to optimize the degree of disassembly and evaluate product recovery options
in collecting used copying machines and redistributing … the recovery and disposal of used
automobiles, while determining the amount of product flows in the reverse logistics network … 
",https://www.sciencedirect.com/science/article/pii/S030504830400115X,https://shop.tarjomeplus.com/UploadFileEn/TPLUS_EN_1002.pdf
E Taniguchi and M Noritake and T Yamada…,1999,Optimal size and location planning of public logistics terminals,"… Genetic algorithms in search, optimization, and machine learning. Addison–Wesley, Reading,
MA Janssen and Oldenburger, 1991 Janssen, BJP, Oldenburger, AH, 1991. Product channel
logistics and city distribution centers; the case of the Netherlands … 
",https://www.sciencedirect.com/science/article/pii/S1366554599000095,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.522.5837&rep=rep1&type=pdf
L Heilig and S Voß,2017,Status quo and innovative approaches for maritime logistics in the age of digitalization: a guest editors' introduction,"… aim to take organizations to a higher degree of transparency, intelligence, and competitive …
including OCR gates, and information systems installed at the logistics nodes, such … In general,
applying machine learning techniques to better utilize available sources of information for … 
",https://link.springer.com/article/10.1007/s10799-017-0282-z,https://link.springer.com/article/10.1007/s10799-017-0282-z
YE Shao and CD Hou and YC Chan…,2013,The hybrid logistics regression-artificial neural network and multivariate adaptive regression splines-artificial neural network modeling schemes for heart disease …,"… explanatory measurements to classify heart disease through the use of logistics regression (LR …
is not the only classification technique, one can combine other artificial intelligence techniques,
like … uci.edu/ml/machine-learning-databases/heart-disease/heart-disease.names (1998 … 
",https://www.ingentaconnect.com/content/asp/asl/2013/00000019/00000011/art00064,
D Stamer and A Ponomarev and K Sandkuhl and N Shilov…,2014,Collaborative Recommendation System for Improved Information Logistics: Adaption of Information Demand Pattern in E-Mail Communication.,"… organization. This part also has a form of classifier but it is learned from workers
interaction with e-mails by some machine- learning algorithm. User actions analyzer.
E … techniques. Advances in Artificial Intelligence. Vol. 2009, art. No … 
",ftp://ceur-ws.org/pub/publications/CEUR-WS/Vol-1246.zip#page=41,ftp://ceur-ws.org/pub/publications/CEUR-WS/Vol-1246.zip#page=41
A Baumgrass and C Di Ciccio and RM Dijkman…,2015,GET Controller and UNICORN: Event-driven Process Execution and Monitoring in Logistics.,"… These diversions were automatic- ally detected by the approach presented in [4], based on
machine learning algorithms … The screencast shows how the user is able to execute
logistics-specific processes and at the same time get notified about external events that influence … 
",https://pdfs.semanticscholar.org/1495/257f69bdac7eed6cced3defd563f35b905f2.pdf,https://pdfs.semanticscholar.org/1495/257f69bdac7eed6cced3defd563f35b905f2.pdf
F Lauer and Y Guermeur,2011,MSVMpack: a multi-class support vector machine package,"… On the algorithmic implementation of multiclass kernel-based vector machines. Journal of Machine
Learning Research, 2:265–292, 2001. M. Frank and P. Wolfe. An algorithm for quadratic
programming. Naval Research Logistics Quar- terly, 3(1–2):95–110, 1956. Y. Guermeur … 
",http://www.jmlr.org/papers/v12/lauer11a.html,http://www.jmlr.org/papers/volume12/lauer11a/lauer11a.pdf
S Bubeck,2015,Convex optimization: Algorithms and complexity,"… Online learning • Optimization • Reinforcement learning • Relational learning • Robustness … We
will not repeat these arguments here, but we have already seen that many famous machine
learning problems (SVM, ridge regression, logistic regression, LASSO, sparse … 
",http://www.nowpublishers.com/article/Details/MAL-050,https://www.nowpublishers.com/article/DownloadSummary/MAL-050
R Varga and S Nedevschi,2016,Robust Pallet Detection for Automated Logistics Operations.,"… 1000 weak learners + 1000 negatives/image integral ftrs … Ten years of pedestrian detection, what
have we learned? In ECCV-CVRSUAD. IEEE … Schapire, R. (1990). The strength of weak
learnability. MACHLEARN: Machine Learning, 5. Seelinger, MJ and Yoder, J.-D. (2006) … 
",https://pdfs.semanticscholar.org/d018/181fffd6acf46cfd42a47097f574119dedaa.pdf,https://pdfs.semanticscholar.org/d018/181fffd6acf46cfd42a47097f574119dedaa.pdf
AP Foong and YH Hu and DM Heisey,1999,Logistic regression in an adaptive web cache,"… We pose this as a “learning from example” problem in machine learning theory: the
predicate to be learned is Web object re-access; the examples are traces of past Web
accesses; and a logistic regression model accom- plishes the learning … 
",https://ieeexplore.ieee.org/abstract/document/793455/,
R Herring and A Hofleitner and S Amin and T Nasr…,2010,Using mobile phones to forecast arterial traffic through statistical learning,"… 89 To our knowledge, logistic regression has not been used in arterial traffic estima- 90 tion or
prediction … Furthermore, the system and results presented 95 here are one of the first instantiations
of real-time arterial monitoring using machine 96 learning with streaming data … 
",http://www.academia.edu/download/3249847/trb10a.pdf,http://www.academia.edu/download/3249847/trb10a.pdf
